[ 2382.844398]      36743-dbg:this is tx_work_queue
[ 2420.256882]      55550-dbg:tx_work_queue looping...
[ 2420.256883]      55551-dbg:tx_work_queue looping end-1
[ 2420.256885]      55552-dbg:tx_work_queue over
[ 2420.268814]      55553-dbg:this is test timer
[ 2420.268836]      55554-dbg:test timer over
[ 2420.268868]      55555-dbg:this is tx_work_queue
[ 2420.268871]      55556-dbg:tx_work_queue looping...
[ 2420.268872]      55557-dbg:tx_work_queue looping end-1
[ 2420.268874]      55558-dbg:tx_work_queue over
[ 2420.280815]      55559-dbg:this is test timer
[ 2420.280837]      55560-dbg:test timer over
[ 2420.280867]      55561-dbg:this is tx_work_queue
[ 2420.280870]      55562-dbg:tx_work_queue looping...
[ 2420.280871]      55563-dbg:tx_work_queue looping end-1
[ 2420.280873]      55564-dbg:tx_work_queue over
[ 2420.292821]      55565-dbg:this is test timer
[ 2420.292826]      55566-dbg:test timer over
[ 2420.292844]      55567-dbg:this is tx_work_queue
[ 2420.292848]      55568-dbg:tx_work_queue looping...
[ 2420.292850]      55569-dbg:tx_work_queue looping end-1
[ 2420.292852]      55570-dbg:tx_work_queue over
[ 2420.304816]      55571-dbg:this is test timer
[ 2420.304839]      55572-dbg:test timer over
[ 2420.304868]      55573-dbg:this is tx_work_queue
[ 2420.304871]      55574-dbg:tx_work_queue looping...
[ 2420.304873]      55575-dbg:tx_work_queue looping end-1
[ 2420.304874]      55576-dbg:tx_work_queue over
[ 2420.316816]      55577-dbg:this is test timer
[ 2420.316838]      55578-dbg:test timer over
[ 2420.316862]      55579-dbg:this is tx_work_queue
[ 2420.316865]      55580-dbg:tx_work_queue looping...
[ 2420.316867]      55581-dbg:tx_work_queue looping end-1
[ 2420.316868]      55582-dbg:tx_work_queue over
[ 2420.328818]      55583-dbg:this is test timer
[ 2420.328840]      55584-dbg:test timer over
[ 2420.328887]      55585-dbg:this is tx_work_queue
[ 2420.328891]      55586-dbg:tx_work_queue looping...
[ 2420.328894]      55587-dbg:tx_work_queue looping end-1
[ 2420.328895]      55588-dbg:tx_work_queue over
[ 2420.340817]      55589-dbg:this is test timer
[ 2420.340840]      55590-dbg:test timer over
[ 2420.340864]      55591-dbg:this is tx_work_queue
[ 2420.340867]      55592-dbg:tx_work_queue looping...
[ 2420.340868]      55593-dbg:tx_work_queue looping end-1
[ 2420.340870]      55594-dbg:tx_work_queue over
[ 2420.352815]      55595-dbg:this is test timer
[ 2420.352838]      55596-dbg:test timer over
[ 2420.352865]      55597-dbg:this is tx_work_queue
[ 2420.352867]      55598-dbg:tx_work_queue looping...
[ 2420.352869]      55599-dbg:tx_work_queue looping end-1
[ 2420.352870]      55600-dbg:tx_work_queue over
[ 2420.364819]      55601-dbg:this is test timer
[ 2420.364841]      55602-dbg:test timer over
[ 2420.365016]      55603-dbg:this is tx_work_queue
[ 2420.365019]      55604-dbg:tx_work_queue looping...
[ 2420.365021]      55605-dbg:tx_work_queue looping end-1
[ 2420.365022]      55606-dbg:tx_work_queue over
[ 2420.376818]      55607-dbg:this is test timer
[ 2420.376840]      55608-dbg:test timer over
[ 2420.376870]      55609-dbg:this is tx_work_queue
[ 2420.376873]      55610-dbg:tx_work_queue looping...
[ 2420.376874]      55611-dbg:tx_work_queue looping end-1
[ 2420.376876]      55612-dbg:tx_work_queue over
[ 2420.388819]      55613-dbg:this is test timer
[ 2420.388842]      55614-dbg:test timer over
[ 2420.388866]      55615-dbg:this is tx_work_queue
[ 2420.388868]      55616-dbg:tx_work_queue looping...
[ 2420.388870]      55617-dbg:tx_work_queue looping end-1
[ 2420.388871]      55618-dbg:tx_work_queue over
[ 2420.400819]      55619-dbg:this is test timer
[ 2420.400825]      55620-dbg:test timer over
[ 2420.400842]      55621-dbg:this is tx_work_queue
[ 2420.400845]      55622-dbg:tx_work_queue looping...
[ 2420.400846]      55623-dbg:tx_work_queue looping end-1
[ 2420.400847]      55624-dbg:tx_work_queue over
[ 2420.412821]      55625-dbg:this is test timer
[ 2420.412843]      55626-dbg:test timer over
[ 2420.412870]      55627-dbg:this is tx_work_queue
[ 2420.412873]      55628-dbg:tx_work_queue looping...
[ 2420.412874]      55629-dbg:tx_work_queue looping end-1
[ 2420.412876]      55630-dbg:tx_work_queue over
[ 2420.424821]      55631-dbg:this is test timer
[ 2420.424844]      55632-dbg:test timer over
[ 2420.424875]      55633-dbg:this is tx_work_queue
[ 2420.424878]      55634-dbg:tx_work_queue looping...
[ 2420.424879]      55635-dbg:tx_work_queue looping end-1
[ 2420.424880]      55636-dbg:tx_work_queue over
[ 2420.436821]      55637-dbg:this is test timer
[ 2420.436843]      55638-dbg:test timer over
[ 2420.436867]      55639-dbg:this is tx_work_queue
[ 2420.436870]      55640-dbg:tx_work_queue looping...
[ 2420.436871]      55641-dbg:tx_work_queue looping end-1
[ 2420.436873]      55642-dbg:tx_work_queue over
[ 2420.448821]      55643-dbg:this is test timer
[ 2420.448843]      55644-dbg:test timer over
[ 2420.448871]      55645-dbg:this is tx_work_queue
[ 2420.448874]      55646-dbg:tx_work_queue looping...
[ 2420.448875]      55647-dbg:tx_work_queue looping end-1
[ 2420.448876]      55648-dbg:tx_work_queue over
[ 2420.460822]      55649-dbg:this is test timer
[ 2420.460834]      55650-dbg:test timer over
[ 2420.460840]      55651-dbg:this is tx_work_queue
[ 2420.460843]      55652-dbg:tx_work_queue looping...
[ 2420.460844]      55653-dbg:tx_work_queue looping end-1
[ 2420.460846]      55654-dbg:tx_work_queue over
[ 2420.472838]      55655-dbg:this is test timer
[ 2420.472867]      55656-dbg:test timer over
[ 2420.472905]      55657-dbg:this is tx_work_queue
[ 2420.472909]      55658-dbg:tx_work_queue looping...
[ 2420.472911]      55659-dbg:tx_work_queue looping end-1
[ 2420.472913]      55660-dbg:tx_work_queue over
[ 2420.484825]      55661-dbg:this is test timer
[ 2420.484836]      55662-dbg:test timer over
[ 2420.484843]      55663-dbg:this is tx_work_queue
[ 2420.484846]      55664-dbg:tx_work_queue looping...
[ 2420.484849]      55665-dbg:tx_work_queue looping end-1
[ 2420.484850]      55666-dbg:tx_work_queue over
[ 2420.496824]      55667-dbg:this is test timer
[ 2420.496834]      55668-dbg:test timer over
[ 2420.496840]      55669-dbg:this is tx_work_queue
[ 2420.496843]      55670-dbg:tx_work_queue looping...
[ 2420.496845]      55671-dbg:tx_work_queue looping end-1
[ 2420.496846]      55672-dbg:tx_work_queue over
[ 2420.508820]      55673-dbg:this is test timer
[ 2420.508831]      55674-dbg:test timer over
[ 2420.508837]      55675-dbg:this is tx_work_queue
[ 2420.508840]      55676-dbg:tx_work_queue looping...
[ 2420.508842]      55677-dbg:tx_work_queue looping end-1
[ 2420.508843]      55678-dbg:tx_work_queue over
[ 2420.520825]      55679-dbg:this is test timer
[ 2420.520847]      55680-dbg:test timer over
[ 2420.520886]      55681-dbg:this is tx_work_queue
[ 2420.520889]      55682-dbg:tx_work_queue looping...
[ 2420.520891]      55683-dbg:tx_work_queue looping end-1
[ 2420.520893]      55684-dbg:tx_work_queue over
[ 2420.532826]      55685-dbg:this is test timer
[ 2420.532837]      55686-dbg:test timer over
[ 2420.532844]      55687-dbg:this is tx_work_queue
[ 2420.532847]      55688-dbg:tx_work_queue looping...
[ 2420.532848]      55689-dbg:tx_work_queue looping end-1
[ 2420.532850]      55690-dbg:tx_work_queue over
[ 2420.544826]      55691-dbg:this is test timer
[ 2420.544836]      55692-dbg:test timer over
[ 2420.544842]      55693-dbg:this is tx_work_queue
[ 2420.544845]      55694-dbg:tx_work_queue looping...
[ 2420.544846]      55695-dbg:tx_work_queue looping end-1
[ 2420.544848]      55696-dbg:tx_work_queue over
[ 2420.556826]      55697-dbg:this is test timer
[ 2420.556830]      55698-dbg:test timer over
[ 2420.556961]      55699-dbg:this is tx_work_queue
[ 2420.556964]      55700-dbg:tx_work_queue looping...
[ 2420.556966]      55701-dbg:tx_work_queue looping end-1
[ 2420.556967]      55702-dbg:tx_work_queue over
[ 2420.568827]      55703-dbg:this is test timer
[ 2420.568830]      55704-dbg:test timer over
[ 2420.568845]      55705-dbg:this is tx_work_queue
[ 2420.568848]      55706-dbg:tx_work_queue looping...
[ 2420.568849]      55707-dbg:tx_work_queue looping end-1
[ 2420.568851]      55708-dbg:tx_work_queue over
[ 2420.580827]      55709-dbg:this is test timer
[ 2420.580850]      55710-dbg:test timer over
[ 2420.580888]      55711-dbg:this is tx_work_queue
[ 2420.580890]      55712-dbg:tx_work_queue looping...
[ 2420.580892]      55713-dbg:tx_work_queue looping end-1
[ 2420.580893]      55714-dbg:tx_work_queue over
[ 2420.592825]      55715-dbg:this is test timer
[ 2420.592833]      55716-dbg:test timer over
[ 2420.592838]      55717-dbg:this is tx_work_queue
[ 2420.592841]      55718-dbg:tx_work_queue looping...
[ 2420.592843]      55719-dbg:tx_work_queue looping end-1
[ 2420.592844]      55720-dbg:tx_work_queue over
[ 2420.604829]      55721-dbg:this is test timer
[ 2420.604839]      55722-dbg:test timer over
[ 2420.604844]      55723-dbg:this is tx_work_queue
[ 2420.604847]      55724-dbg:tx_work_queue looping...
[ 2420.604849]      55725-dbg:tx_work_queue looping end-1
[ 2420.604850]      55726-dbg:tx_work_queue over
[ 2420.616829]      55727-dbg:this is test timer
[ 2420.616838]      55728-dbg:test timer over
[ 2420.616844]      55729-dbg:this is tx_work_queue
[ 2420.616847]      55730-dbg:tx_work_queue looping...
[ 2420.616848]      55731-dbg:tx_work_queue looping end-1
[ 2420.616850]      55732-dbg:tx_work_queue over
[ 2420.628843]      55733-dbg:this is test timer
[ 2420.628869]      55734-dbg:test timer over
[ 2420.628916]      55735-dbg:this is tx_work_queue
[ 2420.628919]      55736-dbg:tx_work_queue looping...
[ 2420.628920]      55737-dbg:tx_work_queue looping end-1
[ 2420.628922]      55738-dbg:tx_work_queue over
[ 2420.640831]      55739-dbg:this is test timer
[ 2420.640854]      55740-dbg:test timer over
[ 2420.640896]      55741-dbg:this is tx_work_queue
[ 2420.640901]      55742-dbg:tx_work_queue looping...
[ 2420.640903]      55743-dbg:tx_work_queue looping end-1
[ 2420.640905]      55744-dbg:tx_work_queue over
[ 2420.652830]      55745-dbg:this is test timer
[ 2420.652842]      55746-dbg:test timer over
[ 2420.652849]      55747-dbg:this is tx_work_queue
[ 2420.652852]      55748-dbg:tx_work_queue looping...
[ 2420.652854]      55749-dbg:tx_work_queue looping end-1
[ 2420.652855]      55750-dbg:tx_work_queue over
[ 2420.664831]      55751-dbg:this is test timer
[ 2420.664845]      55752-dbg:test timer over
[ 2420.664851]      55753-dbg:this is tx_work_queue
[ 2420.664854]      55754-dbg:tx_work_queue looping...
[ 2420.664856]      55755-dbg:tx_work_queue looping end-1
[ 2420.664857]      55756-dbg:tx_work_queue over
[ 2420.674674]      55757-dbg:dbg_thread looping end
[ 2420.674676]      55758-dbg: before sleep
[ 2420.676881]      55759-dbg:this is test timer
[ 2420.676889]      55760-dbg:test timer over
[ 2420.676949]      55761-dbg:this is tx_work_queue
[ 2420.676952]      55762-dbg:tx_work_queue looping...
[ 2420.676954]      55763-dbg:tx_work_queue looping end-1
[ 2420.676955]      55764-dbg:tx_work_queue over
[ 2420.688832]      55765-dbg:this is test timer
[ 2420.688838]      55766-dbg:test timer over
[ 2420.688876]      55767-dbg:this is tx_work_queue
[ 2420.688877]      55768-dbg:tx_work_queue looping...
[ 2420.688879]      55769-dbg:tx_work_queue looping end-1
[ 2420.688880]      55770-dbg:tx_work_queue over
[ 2420.688889]      55771-dbg: after sleep
[ 2420.688891]      55772-dbg:dbg_thread looping...
[ 2420.700832]      55773-dbg:this is test timer
[ 2420.700857]      55774-dbg:test timer over
[ 2420.700880]      55775-dbg:this is tx_work_queue
[ 2420.700883]      55776-dbg:tx_work_queue looping...
[ 2420.700885]      55777-dbg:tx_work_queue looping end-1
[ 2420.700886]      55778-dbg:tx_work_queue over
[ 2420.712832]      55779-dbg:this is test timer
[ 2420.712856]      55780-dbg:test timer over
[ 2420.712881]      55781-dbg:this is tx_work_queue
[ 2420.712884]      55782-dbg:tx_work_queue looping...
[ 2420.712886]      55783-dbg:tx_work_queue looping end-1
[ 2420.712887]      55784-dbg:tx_work_queue over
[ 2420.724835]      55785-dbg:this is test timer
[ 2420.724858]      55786-dbg:test timer over
[ 2420.724891]      55787-dbg:this is tx_work_queue
[ 2420.724896]      55788-dbg:tx_work_queue looping...
[ 2420.724898]      55789-dbg:tx_work_queue looping end-1
[ 2420.724900]      55790-dbg:tx_work_queue over
[ 2420.736839]      55791-dbg:this is test timer
[ 2420.736865]      55792-dbg:test timer over
[ 2420.736910]      55793-dbg:this is tx_work_queue
[ 2420.736914]      55794-dbg:tx_work_queue looping...
[ 2420.736917]      55795-dbg:tx_work_queue looping end-1
[ 2420.736918]      55796-dbg:tx_work_queue over
[ 2420.748841]      55797-dbg:this is test timer
[ 2420.748866]      55798-dbg:test timer over
[ 2420.748916]      55799-dbg:this is tx_work_queue
[ 2420.748919]      55800-dbg:tx_work_queue looping...
[ 2420.748921]      55801-dbg:tx_work_queue looping end-1
[ 2420.748923]      55802-dbg:tx_work_queue over
[ 2420.760836]      55803-dbg:this is test timer
[ 2420.760859]      55804-dbg:test timer over
[ 2420.760890]      55805-dbg:this is tx_work_queue
[ 2420.760893]      55806-dbg:tx_work_queue looping...
[ 2420.760895]      55807-dbg:tx_work_queue looping end-1
[ 2420.760897]      55808-dbg:tx_work_queue over
[ 2420.772835]      55809-dbg:this is test timer
[ 2420.772856]      55810-dbg:test timer over
[ 2420.772886]      55811-dbg:this is tx_work_queue
[ 2420.772889]      55812-dbg:tx_work_queue looping...
[ 2420.772891]      55813-dbg:tx_work_queue looping end-1
[ 2420.772892]      55814-dbg:tx_work_queue over
[ 2420.784835]      55815-dbg:this is test timer
[ 2420.784857]      55816-dbg:test timer over
[ 2420.784889]      55817-dbg:this is tx_work_queue
[ 2420.784891]      55818-dbg:tx_work_queue looping...
[ 2420.784893]      55819-dbg:tx_work_queue looping end-1
[ 2420.784894]      55820-dbg:tx_work_queue over
[ 2420.796838]      55821-dbg:this is test timer
[ 2420.796844]      55822-dbg:test timer over
[ 2420.796869]      55823-dbg:this is tx_work_queue
[ 2420.796872]      55824-dbg:tx_work_queue looping...
[ 2420.796874]      55825-dbg:tx_work_queue looping end-1
[ 2420.796875]      55826-dbg:tx_work_queue over
[ 2420.808836]      55827-dbg:this is test timer
[ 2420.808848]      55828-dbg:test timer over
[ 2420.808854]      55829-dbg:this is tx_work_queue
[ 2420.808857]      55830-dbg:tx_work_queue looping...
[ 2420.808859]      55831-dbg:tx_work_queue looping end-1
[ 2420.808860]      55832-dbg:tx_work_queue over
[ 2420.820859]      55833-dbg:this is test timer
[ 2420.820862]      55834-dbg:test timer over
[ 2420.821169]      55835-dbg:this is tx_work_queue
[ 2420.821172]      55836-dbg:tx_work_queue looping...
[ 2420.821173]      55837-dbg:tx_work_queue looping end-1
[ 2420.821175]      55838-dbg:tx_work_queue over
[ 2420.832837]      55839-dbg:this is test timer
[ 2420.832848]      55840-dbg:test timer over
[ 2420.832854]      55841-dbg:this is tx_work_queue
[ 2420.832857]      55842-dbg:tx_work_queue looping...
[ 2420.832858]      55843-dbg:tx_work_queue looping end-1
[ 2420.832859]      55844-dbg:tx_work_queue over
[ 2420.844837]      55845-dbg:this is test timer
[ 2420.844848]      55846-dbg:test timer over
[ 2420.844853]      55847-dbg:this is tx_work_queue
[ 2420.844856]      55848-dbg:tx_work_queue looping...
[ 2420.844858]      55849-dbg:tx_work_queue looping end-1
[ 2420.844859]      55850-dbg:tx_work_queue over
[ 2420.856838]      55851-dbg:this is test timer
[ 2420.856860]      55852-dbg:test timer over
[ 2420.856896]      55853-dbg:this is tx_work_queue
[ 2420.856899]      55854-dbg:tx_work_queue looping...
[ 2420.856900]      55855-dbg:tx_work_queue looping end-1
[ 2420.856902]      55856-dbg:tx_work_queue over
[ 2420.868838]      55857-dbg:this is test timer
[ 2420.868850]      55858-dbg:test timer over
[ 2420.868856]      55859-dbg:this is tx_work_queue
[ 2420.868858]      55860-dbg:tx_work_queue looping...
[ 2420.868860]      55861-dbg:tx_work_queue looping end-1
[ 2420.868861]      55862-dbg:tx_work_queue over
[ 2420.880839]      55863-dbg:this is test timer
[ 2420.880850]      55864-dbg:test timer over
[ 2420.880856]      55865-dbg:this is tx_work_queue
[ 2420.880859]      55866-dbg:tx_work_queue looping...
[ 2420.880861]      55867-dbg:tx_work_queue looping end-1
[ 2420.880862]      55868-dbg:tx_work_queue over
[ 2420.892839]      55869-dbg:this is test timer
[ 2420.892844]      55870-dbg:test timer over
[ 2420.892859]      55871-dbg:this is tx_work_queue
[ 2420.892862]      55872-dbg:tx_work_queue looping...
[ 2420.892864]      55873-dbg:tx_work_queue looping end-1
[ 2420.892865]      55874-dbg:tx_work_queue over
[ 2420.904840]      55875-dbg:this is test timer
[ 2420.904844]      55876-dbg:test timer over
[ 2420.904871]      55877-dbg:this is tx_work_queue
[ 2420.904873]      55878-dbg:tx_work_queue looping...
[ 2420.904875]      55879-dbg:tx_work_queue looping end-1
[ 2420.904876]      55880-dbg:tx_work_queue over
[ 2420.916840]      55881-dbg:this is test timer
[ 2420.916862]      55882-dbg:test timer over
[ 2420.916899]      55883-dbg:this is tx_work_queue
[ 2420.916902]      55884-dbg:tx_work_queue looping...
[ 2420.916904]      55885-dbg:tx_work_queue looping end-1
[ 2420.916905]      55886-dbg:tx_work_queue over
